@relation segment

@attribute original numeric
@attribute Mean_1.0 numeric
@attribute Variance_1.0 numeric
@attribute Mean_2.0 numeric
@attribute Variance_2.0 numeric
@attribute Mean_4.0 numeric
@attribute Variance_4.0 numeric
@attribute Mean_8.0 numeric
@attribute Variance_8.0 numeric
@attribute class {'class 1','class 2'}

@data
173,165.5,51.900002,158.869568,71.845848,143.352936,199.874619,119.509109,331.093872,'class 1'
163,159.333328,89.866669,152.08696,140.992096,140.705887,248.985291,120.228966,330.074249,'class 1'
150,147.166672,93.366669,143.739136,154.656128,135.071899,284.935577,120.69471,328.543884,'class 1'
134,136.5,60.299999,134.91304,110.628456,128.666672,264.184204,120.431915,342.549408,'class 1'
126,127.5,34.700001,127.391304,98.885376,123.130722,210.509109,119.574158,370.12146,'class 1'
127,124.666664,43.066666,122.695656,79.130432,118.699348,144.435333,118.287941,384.51944,'class 1'
128,123.5,65.099998,119.04348,72.588936,114.908493,111.425781,116.868172,365.31073,'class 1'
119,117.666664,42.266666,116.347824,78.055336,110.895424,113.410042,115.906334,337.05719,'class 1'
116,112.833336,157.366669,113.782608,306.632416,119.411766,561.967468,118.482224,349.61969,'class 1'
133,133.666672,147.066666,132.608688,451.703552,126.235291,628.075867,118.913269,341.674774,'class 1'
154,153.166672,176.566666,150.695648,255.03952,132.758163,541.816162,119.198616,336.461395,'class 1'
169,165.5,40.700001,158.347824,96.964424,137.326797,399.353027,119.567215,337.39325,'class 1'
167,163,66.800003,155.91304,133.17392,139.091507,315.938934,120.225502,335.348419,'class 1'
162,154.333328,115.866669,147.739136,208.474304,136.516342,343.514526,120.872505,328.779724,'class 1'
145,144.333328,111.066666,140.695648,155.7668,131.503265,343.856903,121.235909,331.258545,'class 1'
137,137.833328,24.966667,134.347824,96.964424,125.790848,297.521759,120.894188,353.355103,'class 1'
135,130.666672,33.466667,128.695648,66.7668,120.686272,221.335144,119.993927,385.485199,'class 1'
122,126.166664,38.966667,123.782608,85.72332,117.019608,146.821976,118.562012,393.89566,'class 1'
130,124.333336,65.066666,120.478264,78.079048,113.679741,111.403336,117.297485,371.025146,'class 1'
117,119.166664,43.766666,116.695656,71.675888,109.823532,111.817337,116.686905,346.59198,'class 1'
131,126.166664,240.166672,125.782608,488.177856,122.267975,584.447449,118.566345,355.747559,'class 1'
144,147,156.800003,141.91304,378.446655,127.411766,580.704346,119.37207,346.525513,'class 1'
165,156.166672,116.566666,148.869568,265.118591,130.77124,538.980225,120.264526,343.231171,'class 1'
153,152.666672,134.666672,145.695648,336.49408,132.496735,481.172699,121.136169,338.848633,'class 1'
143,140.5,226.699997,137.434784,370.984192,130.77124,465.914429,121.81266,337.82077,'class 1'
133,131.666672,136.666672,131.130432,258.391296,126.516342,430.751373,122.063316,343.342346,'class 1'
133,131.666672,20.666666,127.08696,144.17392,122.267975,332.105347,121.589767,366.995636,'class 1'
134,128.5,61.900002,121.782608,152.177872,118.15686,220.396286,120.487427,398.50528,'class 1'
124,118,101.199997,114.478264,206.442688,117.856209,344.426544,122.40416,381.987549,'class 1'
140,140.5,26.299999,138.782608,94.35968,126.320259,235.863861,118.827408,257.840851,'class 1'
118,118.666664,202.666672,119.173912,289.332001,122.163399,282.545502,121.688637,261.823975,'class 1'
109,110.833336,100.166664,112.826088,189.51384,114.862747,388.119202,117.128365,291.986969,'class 1'
123,124.166664,148.566666,125.08696,203.992096,120.032677,391.123932,116.614914,271.717896,'class 1'
136,137.166672,82.966667,135.869568,127.754944,124.261436,315.839081,116.724197,252.094009,'class 1'
148,144.333328,42.666668,139.347824,67.237152,126.222221,255.516083,117.540329,238.173935,'class 1'
147,141.666672,66.666664,134.869568,166.482208,125.993462,243.467056,118.69471,239.387619,'class 1'
129,127.166664,165.766663,124.95652,238.316208,123.69281,253.385284,120.130966,253.284042,'class 1'
101,104,141.600006,105.434784,185.438736,108.071892,288.317169,118.30616,304.905304,'class 1'
123,118.833336,241.766663,115.608696,291.249023,112.313728,376.848297,117.063316,284.594086,'class 1'
139,133.5,114.699997,126.91304,228.17392,117.640526,408.587036,116.203819,264.408936,'class 1'
146,143.166672,64.966667,137.347824,109.328064,122.222221,360.200287,115.886383,243.75705,'class 1'
154,148.166672,55.366665,141.739136,72.565216,124.594772,284.255768,116.356461,230.667099,'class 1'
150,145,98.800003,138.739136,149.74704,125.026146,237.73616,117.167389,231.420746,'class 1'
137,135.166672,162.96666,131.304352,207.948624,123.816994,220.624176,118.425842,246.218674,'class 1'
125,125.5,114.699997,124.08696,149.537552,121.745094,203.664856,120.199478,274.94455,'class 1'
120,121,6.8,121.478264,58.16996,120.130722,156.61438,122.262794,308.245972,'class 1'
113,112.5,179.5,109.434784,253.711456,106.718956,254.716553,118.405899,304.019135,'class 1'
134,127.833336,182.166672,118.91304,276.537537,110.437912,348.431976,117.104073,290.067291,'class 1'
144,137,94.400002,127.434784,254.62056,115.444443,400.735382,116.104942,274.613098,'class 1'
150,145.333328,55.466667,136.565216,187.256912,119.790848,380.390167,115.533394,257.861938,'class 1'
156,150.833328,43.366665,142.391312,115.794464,122.019608,323.993042,115.398094,242.29364,'class 1'
153,150.5,26.700001,142,109.818184,123.052284,275.102509,115.712059,240.802429,'class 1'
150,143.333328,67.866669,135.260864,166.01976,122.699348,236.81691,116.725929,251.686981,'class 1'
140,133,129.600006,127.434784,142.347824,121.758171,206.421402,118.313095,279.626709,'class 1'
123,125.166664,76.566666,124,82.090912,120.45752,161.565613,120.338249,317.741394,'class 1'
127,124.333336,5.466667,123.565216,48.256916,120.091507,121.899467,122.405029,350.001617,'class 1'
124,125.833336,44.166668,123.869568,41.118576,121.705879,144.393188,124.225502,380.900482,'class 1'
130,124.333336,28.666666,125.304344,40.039524,124.483658,225.948746,125.862968,418.008972,'class 1'
100,104.833336,146.566666,104.91304,163.537552,106.973854,211.775635,119.525589,321.832886,'class 1'
121,119.166664,191.766663,113.695656,184.221344,107.366013,236.95726,118.244583,313.309906,'class 1'
140,129.833328,102.166664,119.782608,211.814224,109.77124,313.322327,116.914139,300.891052,'class 1'
133,130.666672,255.866669,126.04348,289.67984,113.581696,368.587036,115.951431,283.768463,'class 1'
142,140,150,133,280.363647,117.274513,375.937317,115.362534,270.92923,'class 1'
154,148.166672,56.566666,139.695648,166.03952,119.431374,356.128479,114.909798,260.708862,'class 1'
153,149.666672,17.866667,140.695648,123.221344,120.424835,315.074921,114.819603,256.305969,'class 1'
148,143.333328,74.26667,135.608688,177.430832,120.915031,258.722992,115.457939,263.222412,'class 1'
138,133.333328,115.066666,129.043472,152.134384,120.973854,216.538788,116.801384,288.987427,'class 1'
127,126.833336,59.366665,123.95652,97.952568,120.235291,172.365326,118.62793,325.041138,'class 1'
127,122.666664,39.466667,122.869568,63.118576,119.222221,145.31871,120.537727,355.576904,'class 1'
118,124.666664,37.866665,123.521736,50.806324,119.137253,154.869202,122.496094,381.951599,'class 1'
131,127.5,46.700001,123.478264,49.260868,119.732025,236.921143,124.371208,412.414185,'class 1'
135,127,44.799999,124.304344,63.675888,121.483658,354.69873,126.182137,445.230682,'class 1'
118,108.333336,141.066666,107.478264,122.351776,110.274513,226.437302,119.006073,330.29422,'class 1'
128,121.666664,88.26667,113.478264,140.260864,109.254906,221.006973,117.775368,326.38266,'class 1'
137,128.166672,77.366669,118.217392,168.723328,110.176468,266.619965,116.534256,310.29071,'class 1'
123,126,203.199997,121.652176,284.6008,112.666664,318.421051,115.592369,292.635773,'class 1'
141,133.5,177.899994,126,327.909088,115.411766,341.546448,115.018211,279.101227,'class 1'
147,142.333328,95.066666,132.260864,285.29248,117.091507,352.609985,114.59063,271.238525,'class 1'
146,144,44.799999,135.391312,193.33992,118.006538,321.348633,114.436256,270.249634,'class 1'
141,138,113.599998,133.08696,186.71936,119.065361,262.653595,114.799652,277.070068,'class 1'
129,132.5,109.900002,128.17392,157.78656,119.862747,217.277084,115.853424,299.619995,'class 1'
131,128,36.400002,123.826088,107.877472,119.470589,178.500778,117.397224,331.038269,'class 1'
125,125.5,49.5,121.521736,82.260872,117.947716,167.707779,119.122292,358.732422,'class 1'
131,124.833336,29.366667,119.565216,80.347824,116.450981,175.328171,121.152649,379.219727,'class 1'
131,124.166664,64.966667,118.652176,118.87352,115.169937,231.089355,123.196877,404.522827,'class 1'
121,122.833336,74.566666,117.304344,153.312256,115.130722,324.206482,125.076324,431.940338,'class 1'
136,126.833336,253.366669,118.521736,326.897247,113.522873,300.251129,114.477882,286.23584,'class 1'
141,133.833328,190.166672,123.782608,362.086945,114.679741,316.534912,114.196877,281.653046,'class 1'
144,137,144,128.347824,256.418976,115.666664,307.039459,114.26973,285.561737,'class 1'
143,137.166672,91.76667,128.91304,172.537552,117.248367,265.516846,114.643539,298.378906,'class 1'
142,133.333328,107.466667,127.04348,121.04348,118.647057,226.835144,115.450127,323.12619,'class 1'
137,130.833328,79.76667,124.347824,89.328064,118.764709,199.957428,116.718994,352.726532,'class 1'
127,125.666664,66.26667,122.869568,79.664032,117.143791,209.308136,118.309624,374.160126,'class 1'
124,122.666664,48.266666,118.652176,89.055336,114.522873,220.751114,120.333908,388.691345,'class 1'
119,118.166664,101.366669,114.173912,135.241104,111.816994,252.400497,122.47702,404.029205,'class 1'
121,112.166664,92.966667,108.608696,186.0672,110.196075,284.224457,124.35733,422.705536,'class 1'
123,118.833336,227.766663,112.304344,268.03952,111.169937,244.352509,114.129227,289.544922,'class 1'
124,121.833336,268.566681,115.869568,309.754944,111.607841,269.70047,114.115349,293.688934,'class 1'
134,127.166664,168.96666,120.826088,231.604736,112.784317,283.104492,114.418907,309.153351,'class 1'
134,131,83.199997,123.652176,159.328064,115.137253,280.500763,114.910667,332.595306,'class 1'
134,130,94.400002,124.173912,127.604744,117.424835,248.456482,115.597572,360.02887,'class 1'
132,128,67.199997,123.95652,82.861664,117.973854,225.670364,116.570686,384.833771,'class 1'
129,126.5,13.1,121.173912,70.241104,116.810455,245.680939,117.994797,401.920105,'class 1'
124,120.166664,45.366665,116.173912,136.604736,114.300652,283.13269,119.924545,410.731293,'class 1'
112,109.833336,130.96666,109.478264,180.169968,110.895424,308.502136,122.027756,409.683258,'class 1'
103,102,175.199997,101.782608,169.905136,107.372551,284.551086,123.781441,415.275116,'class 1'
120,116.166664,114.966667,112,198.72728,110.424835,262.811737,114.834343,338.893555,'class 1'
117,117,152.800003,115.782608,189.450592,113.699348,280.606384,115.414574,375.473816,'class 1'
114,115.166664,190.96666,118.260872,210.474304,116.823532,268.462067,116.126625,408.055145,'class 1'
117,119.5,107.5,120.173912,154.059296,118.797386,266.465271,116.905464,425.787048,'class 1'
125,119.333336,106.26667,117.565216,159.802368,118.947716,298.668304,118.189072,433.6604,'class 1'
113,109.833336,246.166672,111.695656,238.584976,116.411766,370.822754,120.00087,432.087677,'class 1'
103,106.666664,194.266663,114.347824,289.782623,120.790848,328.298065,117.752815,467.49353,'class 1'
142,133.333328,119.066666,126.565216,189.438736,122.640526,176.70546,122.717262,292.572754,'class 1'
148,138.666672,77.466667,131.391312,141.976288,122.483658,202.369797,123.796181,267.433258,'class 1'
131,132.666672,137.866669,129.739136,147.928848,121.830063,230.220932,124.803123,241.870056,'class 1'
136,137.5,142.300003,133.869568,153.482208,122.470589,196.119202,121.474411,299.409271,'class 1'
148,144.833328,37.766666,135.652176,133.782608,121.836601,232.256027,122.646141,277.912872,'class 1'
144,135.166672,200.566666,129.304352,312.675903,121.084969,249.065094,123.941895,250.933258,'class 1'
153,145.5,37.900002,139.391312,75.430832,122.888885,246.388885,121.370338,280.420898,'class 1'
103,113.833336,96.966667,118.391304,185.249008,128.209152,313.245453,130.095398,436.532562,'class 1'
124,128.333328,194.666672,129.043472,165.952576,132.202621,252.873154,129.556808,428.913666,'class 1'
142,136.333328,44.266666,135.91304,113.083,134.143784,194.584457,128.775375,415.056274,'class 1'
106,106.166664,114.966667,112.173912,195.332016,125.405228,404.295227,130.400696,450.059784,'class 1'
112,118,190,121.695656,268.130432,131.30719,376.043182,129.886383,452.562592,'class 1'
134,130.333328,175.066666,133.478256,220.5336,134.92157,293.283295,129.162186,444.736694,'class 1'
138,142.666672,49.466667,139.521744,113.897232,135.888885,226.112579,128.205551,430.521088,'class 1'
147,141.833328,86.166664,139.91304,65.537552,133.627457,238.366867,126.828278,420.036469,'class 1'
131,136.166672,45.766666,135.304352,97.130432,129.202621,294.123138,124.836082,423.038208,'class 1'
133,130,77.599998,124.782608,175.541504,123.281044,312.979706,122.045097,439.673309,'class 1'
116,117.833336,113.76667,117.782608,279.177856,124.555557,491.077484,131.529922,463.62085,'class 1'
123,122.333336,246.666672,124.04348,370.043488,131.22876,502.322327,130.861237,471.503296,'class 1'
135,133.333328,243.866669,131.652176,380.055328,136.830063,428.378815,130.084122,471.618774,'class 1'
150,145.5,94.699997,141.130432,193.391312,139.477127,323.066895,129.248917,464.709686,'class 1'
154,148.833328,40.166668,146.739136,76.565216,138.830063,260.405151,128.270599,452.284363,'class 1'
156,150,28.799999,144.608688,50.158104,135.320267,270.745453,126.929749,441.969879,'class 1'
141,142.166672,73.76667,138.391312,146.430832,129.503265,330.488464,124.957504,446.91745,'class 1'
141,131.333328,181.066666,126.608696,221.33992,122.738564,343.944366,122.277534,463.516663,'class 1'
135,134.166672,156.566666,132.130432,313.936768,132.254898,577.125366,132.512573,484.00354,'class 1'
146,142,145.199997,139.217392,291.450592,138.836609,548.453369,131.590637,493.677765,'class 1'
152,148.666672,76.666664,145.043472,236.40712,143.745102,442.046448,130.588028,495.683441,'class 1'
157,153.5,17.9,151.043472,90.952568,145.111115,325.57309,129.749344,484.634155,'class 1'
148,153.833328,30.166666,152.739136,38.837944,142.967316,283.426544,128.727661,472.02298,'class 1'
151,151,12,148.391312,67.976288,137.973862,319.144043,127.398094,468.088776,'class 1'
147,143,39.599998,138.82608,159.150192,131.22876,372.164429,125.450127,471.638367,'class 1'
136,131.166672,174.96666,126.434784,239.256912,123.601311,372.714996,122.895927,484.643677,'class 1'
129,132.666672,130.266663,133.260864,251.292496,135.130722,561.193298,134.317429,489.930389,'class 1'
145,145.5,137.5,144.17392,216.332016,141.091507,567.991577,133.65741,501.938965,'class 1'
156,154,46,151.260864,134.565216,146.816986,487.374176,132.62532,513.810913,'class 1'
158,157.166672,7.766667,155.91304,71.355728,150.45752,348.855103,131.635727,514.686646,'class 1'
159,160,8,157.695648,36.58498,150.287582,271.653595,130.628799,503.547852,'class 1'
163,157.166672,30.966667,156.260864,32.20158,146.398697,300.543945,129.475281,488.227051,'class 1'
154,153.5,31.5,149.17392,100.78656,140.065353,367.232544,128.039032,485.731995,'class 1'
147,143.333328,83.866669,138.521744,205.442688,132.633987,404.615143,126.155251,487.882996,'class 1'
132,130.5,157.5,127.91304,208.810272,124.803925,376.974457,123.637466,495.293793,'class 1'
120,119,106.400002,118.434784,174.256912,117.431374,319.444275,120.670135,493.715607,'class 1'
144,141.833328,169.366669,142.217392,268.177856,143.84967,487.812775,135.795319,511.149048,'class 1'
159,154.833328,78.966667,153,161.090912,149.555557,432.880127,135.005203,526.196167,'class 1'
161,160.5,16.299999,160,70.545456,153.993469,318.401276,133.983521,536.927673,'class 1'
159,161.166672,16.166666,163,39,155.823532,202.856812,132.954041,533.170654,'class 1'
159,161,19.200001,163.217392,26.905138,153.673203,221.010925,131.821335,519.608704,'class 1'
157,160.5,14.7,158.869568,52.75494,148.058823,344.687317,130.410233,507.372375,'class 1'
156,153.333328,15.066667,149.956528,132.134384,140.764709,436.496918,128.694702,502.43103,'class 1'
148,143.166672,103.76667,138.304352,207.403168,132.830063,439.865662,126.657417,503.008392,'class 1'
136,133.333328,120.666664,129.695648,168.857712,125.130722,367.969635,124.023415,504.58017,'class 1'
130,127.833336,49.766666,123.260872,136.565216,118.437912,272.774078,121.115448,496.607849,'class 1'
128,123,52.799999,118.304344,142.7668,112.882355,233.90712,118.863235,463.01062,'class 1'
115,113.333336,89.466667,111.304344,171.494064,107.725487,248.410995,116.809479,428.524597,'class 1'
138,139.666672,17.866667,137.782608,37.996048,127.568626,149.891647,127.809196,362.336823,'class 1'
138,136.166672,21.366667,134.434784,85.89328,128.287582,180.140442,129.156113,418.916565,'class 1'
140,140,121.199997,141,272.272736,145.091507,466.859985,137.869034,500.785797,'class 1'
154,153.333328,100.26667,152.043472,226.770752,150.954254,395.820251,137.561142,519.866272,'class 1'
166,163.666672,33.866665,160.782608,113.450592,155.790848,294.587555,136.689499,538.308044,'class 1'
168,167.666672,15.866667,166.260864,48.110672,159.026138,166.63089,135.630524,550.061279,'class 1'
